rep,seed,true_theta1,true_theta2,true_t_star,detected,first_detection_day,first_detection_tau,detection_delay,false_alarm,tau_error,abs_tau_error,tau_within_tolerance,sim_elapsed_seconds,detection_elapsed_seconds,total_elapsed_seconds
133,2158,0.1,0.15,45,true,30,24,-15,true,-21,21,false,,,
134,2159,0.1,0.15,45,true,60,54,15,false,9,9,false,,,
135,2160,0.1,0.15,45,false,,,,false,,,,,,
136,2161,0.1,0.15,45,true,40,33,-5,true,-12,12,false,,,
137,2162,0.1,0.15,45,true,60,53,15,false,8,8,false,,,
138,2163,0.1,0.15,45,true,20,12,-25,true,-33,33,false,,,
139,2164,0.1,0.15,45,false,,,,false,,,,,,
140,2165,0.1,0.15,45,true,30,24,-15,true,-21,21,false,,,
141,2166,0.1,0.15,45,true,40,34,-5,true,-11,11,false,,,
142,2167,0.1,0.15,45,true,40,34,-5,true,-11,11,false,,,
143,2168,0.1,0.15,45,false,,,,false,,,,,,
144,2169,0.1,0.15,45,true,60,51,15,false,6,6,false,,,
145,2170,0.1,0.15,45,false,,,,false,,,,,,
146,2171,0.1,0.15,45,true,20,14,-25,true,-31,31,false,,,
147,2172,0.1,0.15,45,true,20,14,-25,true,-31,31,false,,,
148,2173,0.1,0.15,45,false,,,,false,,,,,,
149,2174,0.1,0.15,45,true,30,22,-15,true,-23,23,false,,,
150,2175,0.1,0.15,45,true,30,20,-15,true,-25,25,false,,,
151,2176,0.1,0.15,45,false,,,,false,,,,,,
152,2177,0.1,0.15,45,true,50,43,5,false,-2,2,true,,,
153,2178,0.1,0.15,45,false,,,,false,,,,,,
154,2179,0.1,0.15,45,false,,,,false,,,,,,
155,2180,0.1,0.15,45,false,,,,false,,,,,,
156,2181,0.1,0.15,45,true,20,14,-25,true,-31,31,false,,,
157,2182,0.1,0.15,45,false,,,,false,,,,,,
158,2183,0.1,0.15,45,true,40,26,-5,true,-19,19,false,,,
159,2184,0.1,0.15,45,true,30,21,-15,true,-24,24,false,,,
160,2185,0.1,0.15,45,false,,,,false,,,,,,
161,2186,0.1,0.15,45,false,,,,false,,,,,,
162,2187,0.1,0.15,45,true,50,44,5,false,-1,1,true,,,
163,2188,0.1,0.15,45,true,20,13,-25,true,-32,32,false,,,
164,2189,0.1,0.15,45,true,30,24,-15,true,-21,21,false,,,
165,2190,0.1,0.15,45,false,,,,false,,,,,,
166,2191,0.1,0.15,45,true,40,34,-5,true,-11,11,false,,,
167,2192,0.1,0.15,45,true,60,54,15,false,9,9,false,,,
168,2193,0.1,0.15,45,true,20,13,-25,true,-32,32,false,,,
169,2194,0.1,0.15,45,true,40,34,-5,true,-11,11,false,,,
170,2195,0.1,0.15,45,true,40,34,-5,true,-11,11,false,,,
171,2196,0.1,0.15,45,true,50,44,5,false,-1,1,true,,,
172,2197,0.1,0.15,45,false,,,,false,,,,,,
173,2198,0.1,0.15,45,true,30,22,-15,true,-23,23,false,,,
174,2199,0.1,0.15,45,false,,,,false,,,,,,
175,2200,0.1,0.15,45,true,20,14,-25,true,-31,31,false,,,
176,2201,0.1,0.15,45,false,,,,false,,,,,,
177,2202,0.1,0.15,45,true,30,24,-15,true,-21,21,false,,,
178,2203,0.1,0.15,45,true,20,14,-25,true,-31,31,false,,,
179,2204,0.1,0.15,45,true,60,46,15,false,1,1,true,,,
180,2205,0.1,0.15,45,true,20,13,-25,true,-32,32,false,,,
181,2206,0.1,0.15,45,false,,,,false,,,,,,
182,2207,0.1,0.15,45,true,20,14,-25,true,-31,31,false,,,
183,2208,0.1,0.15,45,true,40,33,-5,true,-12,12,false,,,
184,2209,0.1,0.15,45,false,,,,false,,,,,,
185,2210,0.1,0.15,45,false,,,,false,,,,,,
186,2211,0.1,0.15,45,true,20,14,-25,true,-31,31,false,,,
187,2212,0.1,0.15,45,true,50,42,5,false,-3,3,true,,,
188,2213,0.1,0.15,45,true,40,34,-5,true,-11,11,false,,,
189,2214,0.1,0.15,45,false,,,,false,,,,,,
190,2215,0.1,0.15,45,true,20,14,-25,true,-31,31,false,,,
191,2216,0.1,0.15,45,true,20,14,-25,true,-31,31,false,,,
192,2217,0.1,0.15,45,true,20,11,-25,true,-34,34,false,,,
193,2218,0.1,0.15,45,true,40,33,-5,true,-12,12,false,,,
194,2219,0.1,0.15,45,false,,,,false,,,,,,
195,2220,0.1,0.15,45,true,20,13,-25,true,-32,32,false,,,
196,2221,0.1,0.15,45,true,60,51,15,false,6,6,false,,,
197,2222,0.1,0.15,45,true,40,30,-5,true,-15,15,false,,,
198,2223,0.1,0.15,45,true,30,18,-15,true,-27,27,false,,,
199,2224,0.1,0.15,45,false,,,,false,,,,,,
200,2225,0.1,0.15,45,true,30,22,-15,true,-23,23,false,,,
201,2226,0.1,0.15,45,true,60,52,15,false,7,7,false,,,
202,2227,0.1,0.15,45,true,30,23,-15,true,-22,22,false,,,
203,2228,0.1,0.15,45,false,,,,false,,,,,,
204,2229,0.1,0.15,45,true,60,47,15,false,2,2,true,,,
205,2230,0.1,0.15,45,false,,,,false,,,,,,
206,2231,0.1,0.15,45,false,,,,false,,,,,,
207,2232,0.1,0.15,45,true,40,32,-5,true,-13,13,false,,,
208,2233,0.1,0.15,45,true,60,54,15,false,9,9,false,,,
209,2234,0.1,0.15,45,false,,,,false,,,,,,
210,2235,0.1,0.15,45,true,30,20,-15,true,-25,25,false,,,
211,2236,0.1,0.15,45,true,60,52,15,false,7,7,false,,,
212,2237,0.1,0.15,45,true,20,13,-25,true,-32,32,false,,,
213,2238,0.1,0.15,45,true,20,14,-25,true,-31,31,false,,,
214,2239,0.1,0.15,45,true,20,14,-25,true,-31,31,false,,,
215,2240,0.1,0.15,45,false,,,,false,,,,,,
216,2241,0.1,0.15,45,false,,,,false,,,,,,
217,2242,0.1,0.15,45,true,40,33,-5,true,-12,12,false,,,
218,2243,0.1,0.15,45,false,,,,false,,,,,,
219,2244,0.1,0.15,45,true,40,30,-5,true,-15,15,false,,,
220,2245,0.1,0.15,45,true,20,14,-25,true,-31,31,false,,,
221,2246,0.1,0.15,45,false,,,,false,,,,,,
222,2247,0.1,0.15,45,true,30,23,-15,true,-22,22,false,,,
223,2248,0.1,0.15,45,true,50,40,5,false,-5,5,false,,,
224,2249,0.1,0.15,45,true,20,14,-25,true,-31,31,false,,,
225,2250,0.1,0.15,45,false,,,,false,,,,,,
226,2251,0.1,0.15,45,true,60,51,15,false,6,6,false,,,
227,2252,0.1,0.15,45,false,,,,false,,,,,,
228,2253,0.1,0.15,45,true,20,14,-25,true,-31,31,false,,,
229,2254,0.1,0.15,45,true,40,29,-5,true,-16,16,false,,,
230,2255,0.1,0.15,45,false,,,,false,,,,,,
231,2256,0.1,0.15,45,true,20,13,-25,true,-32,32,false,,,
232,2257,0.1,0.15,45,true,50,44,5,false,-1,1,true,,,
233,2258,0.1,0.15,45,true,60,54,15,false,9,9,false,,,
234,2259,0.1,0.15,45,false,,,,false,,,,,,
235,2260,0.1,0.15,45,true,50,40,5,false,-5,5,false,,,
236,2261,0.1,0.15,45,true,60,53,15,false,8,8,false,,,
237,2262,0.1,0.15,45,true,50,40,5,false,-5,5,false,,,
238,2263,0.1,0.15,45,true,30,20,-15,true,-25,25,false,,,
239,2264,0.1,0.15,45,false,,,,false,,,,,,
240,2265,0.1,0.15,45,true,30,24,-15,true,-21,21,false,,,
241,2266,0.1,0.15,45,true,20,14,-25,true,-31,31,false,,,
242,2267,0.1,0.15,45,true,40,34,-5,true,-11,11,false,,,
243,2268,0.1,0.15,45,false,,,,false,,,,,,
244,2269,0.1,0.15,45,true,50,40,5,false,-5,5,false,,,
245,2270,0.1,0.15,45,false,,,,false,,,,,,
246,2271,0.1,0.15,45,false,,,,false,,,,,,
247,2272,0.1,0.15,45,true,20,12,-25,true,-33,33,false,,,
248,2273,0.1,0.15,45,true,40,31,-5,true,-14,14,false,,,
249,2274,0.1,0.15,45,true,30,23,-15,true,-22,22,false,,,
250,2275,0.1,0.15,45,false,,,,false,,,,,,
251,2276,0.1,0.15,45,true,40,27,-5,true,-18,18,false,,,
252,2277,0.1,0.15,45,true,40,32,-5,true,-13,13,false,,,
253,2278,0.1,0.15,45,true,20,14,-25,true,-31,31,false,,,
254,2279,0.1,0.15,45,false,,,,false,,,,,,
255,2280,0.1,0.15,45,false,,,,false,,,,,,
256,2281,0.1,0.15,45,true,30,23,-15,true,-22,22,false,,,
257,2282,0.1,0.15,45,false,,,,false,,,,,,
258,2283,0.1,0.15,45,true,30,23,-15,true,-22,22,false,,,
259,2284,0.1,0.15,45,false,,,,false,,,,,,
260,2285,0.1,0.15,45,true,50,44,5,false,-1,1,true,,,
261,2286,0.1,0.15,45,true,60,54,15,false,9,9,false,,,
262,2287,0.1,0.15,45,true,30,20,-15,true,-25,25,false,,,
263,2288,0.1,0.15,45,true,20,14,-25,true,-31,31,false,,,
264,2289,0.1,0.15,45,true,40,33,-5,true,-12,12,false,,,
265,2290,0.1,0.15,45,true,60,52,15,false,7,7,false,,,
266,2291,0.1,0.15,45,false,,,,false,,,,,,
267,2292,0.1,0.15,45,true,30,24,-15,true,-21,21,false,,,
268,2293,0.1,0.15,45,true,40,32,-5,true,-13,13,false,,,
269,2294,0.1,0.15,45,false,,,,false,,,,,,
270,2295,0.1,0.15,45,true,60,54,15,false,9,9,false,,,
271,2296,0.1,0.15,45,false,,,,false,,,,,,
272,2297,0.1,0.15,45,true,40,34,-5,true,-11,11,false,,,
273,2298,0.1,0.15,45,false,,,,false,,,,,,
274,2299,0.1,0.15,45,false,,,,false,,,,,,
275,2300,0.1,0.15,45,true,20,13,-25,true,-32,32,false,,,
276,2301,0.1,0.15,45,false,,,,false,,,,,,
277,2302,0.1,0.15,45,false,,,,false,,,,,,
278,2303,0.1,0.15,45,true,30,21,-15,true,-24,24,false,,,
279,2304,0.1,0.15,45,true,20,13,-25,true,-32,32,false,,,
280,2305,0.1,0.15,45,false,,,,false,,,,,,
281,2306,0.1,0.15,45,true,20,14,-25,true,-31,31,false,,,
282,2307,0.1,0.15,45,true,20,14,-25,true,-31,31,false,,,
283,2308,0.1,0.15,45,true,20,11,-25,true,-34,34,false,,,
284,2309,0.1,0.15,45,true,30,19,-15,true,-26,26,false,,,
285,2310,0.1,0.15,45,false,,,,false,,,,,,
286,2311,0.1,0.15,45,true,40,32,-5,true,-13,13,false,,,
287,2312,0.1,0.15,45,true,40,33,-5,true,-12,12,false,,,
288,2313,0.1,0.15,45,true,30,23,-15,true,-22,22,false,,,
289,2314,0.1,0.15,45,false,,,,false,,,,,,
290,2315,0.1,0.15,45,true,60,48,15,false,3,3,true,,,
291,2316,0.1,0.15,45,true,50,39,5,false,-6,6,false,,,
292,2317,0.1,0.15,45,false,,,,false,,,,,,
293,2318,0.1,0.15,45,true,20,14,-25,true,-31,31,false,,,
294,2319,0.1,0.15,45,true,60,46,15,false,1,1,true,,,
295,2320,0.1,0.15,45,false,,,,false,,,,,,
296,2321,0.1,0.15,45,false,,,,false,,,,,,
297,2322,0.1,0.15,45,false,,,,false,,,,,,
298,2323,0.1,0.15,45,false,,,,false,,,,,,
299,2324,0.1,0.15,45,false,,,,false,,,,,,
300,2325,0.1,0.15,45,false,,,,false,,,,,,
301,2326,0.1,0.15,45,true,50,44,5,false,-1,1,true,,,
302,2327,0.1,0.15,45,false,,,,false,,,,,,
303,2328,0.1,0.15,45,true,50,43,5,false,-2,2,true,,,
304,2329,0.1,0.15,45,true,30,22,-15,true,-23,23,false,,,
305,2330,0.1,0.15,45,true,60,53,15,false,8,8,false,,,
306,2331,0.1,0.15,45,true,60,53,15,false,8,8,false,,,
307,2332,0.1,0.15,45,true,20,14,-25,true,-31,31,false,,,
308,2333,0.1,0.15,45,true,30,19,-15,true,-26,26,false,,,
309,2334,0.1,0.15,45,false,,,,false,,,,,,
310,2335,0.1,0.15,45,false,,,,false,,,,,,
311,2336,0.1,0.15,45,true,60,48,15,false,3,3,true,,,
312,2337,0.1,0.15,45,false,,,,false,,,,,,
313,2338,0.1,0.15,45,true,30,21,-15,true,-24,24,false,,,
314,2339,0.1,0.15,45,true,30,24,-15,true,-21,21,false,,,
315,2340,0.1,0.15,45,false,,,,false,,,,,,
316,2341,0.1,0.15,45,true,20,14,-25,true,-31,31,false,,,
317,2342,0.1,0.15,45,true,60,53,15,false,8,8,false,,,
318,2343,0.1,0.15,45,false,,,,false,,,,,,
319,2344,0.1,0.15,45,true,20,14,-25,true,-31,31,false,,,
320,2345,0.1,0.15,45,false,,,,false,,,,,,
321,2346,0.1,0.15,45,true,30,24,-15,true,-21,21,false,,,
322,2347,0.1,0.15,45,true,40,32,-5,true,-13,13,false,,,
323,2348,0.1,0.15,45,false,,,,false,,,,,,
324,2349,0.1,0.15,45,false,,,,false,,,,,,
325,2350,0.1,0.15,45,true,20,14,-25,true,-31,31,false,,,
326,2351,0.1,0.15,45,true,30,22,-15,true,-23,23,false,,,
327,2352,0.1,0.15,45,true,60,46,15,false,1,1,true,,,
328,2353,0.1,0.15,45,true,40,34,-5,true,-11,11,false,,,
329,2354,0.1,0.15,45,false,,,,false,,,,,,
330,2355,0.1,0.15,45,true,60,54,15,false,9,9,false,,,
331,2356,0.1,0.15,45,false,,,,false,,,,,,
332,2357,0.1,0.15,45,false,,,,false,,,,,,
333,2358,0.1,0.15,45,true,40,34,-5,true,-11,11,false,,,
334,2359,0.1,0.15,45,false,,,,false,,,,,,
335,2360,0.1,0.15,45,false,,,,false,,,,,,
336,2361,0.1,0.15,45,true,40,34,-5,true,-11,11,false,,,
337,2362,0.1,0.15,45,true,60,54,15,false,9,9,false,,,
338,2363,0.1,0.15,45,false,,,,false,,,,,,
339,2364,0.1,0.15,45,true,30,24,-15,true,-21,21,false,,,
340,2365,0.1,0.15,45,true,20,14,-25,true,-31,31,false,,,
341,2366,0.1,0.15,45,true,20,14,-25,true,-31,31,false,,,
342,2367,0.1,0.15,45,true,60,27,15,false,-18,18,false,,,
343,2368,0.1,0.15,45,false,,,,false,,,,,,
344,2369,0.1,0.15,45,false,,,,false,,,,,,
345,2370,0.1,0.15,45,false,,,,false,,,,,,
346,2371,0.1,0.15,45,false,,,,false,,,,,,
347,2372,0.1,0.15,45,true,30,20,-15,true,-25,25,false,,,
348,2373,0.1,0.15,45,true,30,23,-15,true,-22,22,false,,,
349,2374,0.1,0.15,45,true,40,34,-5,true,-11,11,false,,,
350,2375,0.1,0.15,45,true,20,14,-25,true,-31,31,false,,,
351,2376,0.1,0.15,45,true,20,14,-25,true,-31,31,false,,,
352,2377,0.1,0.15,45,false,,,,false,,,,,,
353,2378,0.1,0.15,45,true,30,24,-15,true,-21,21,false,,,
354,2379,0.1,0.15,45,true,20,14,-25,true,-31,31,false,,,
355,2380,0.1,0.15,45,true,20,14,-25,true,-31,31,false,,,
356,2381,0.1,0.15,45,true,40,25,-5,true,-20,20,false,,,
357,2382,0.1,0.15,45,false,,,,false,,,,,,
358,2383,0.1,0.15,45,false,,,,false,,,,,,
359,2384,0.1,0.15,45,false,,,,false,,,,,,
360,2385,0.1,0.15,45,false,,,,false,,,,,,
361,2386,0.1,0.15,45,true,30,22,-15,true,-23,23,false,,,
362,2387,0.1,0.15,45,false,,,,false,,,,,,
363,2388,0.1,0.15,45,false,,,,false,,,,,,
364,2389,0.1,0.15,45,false,,,,false,,,,,,
365,2390,0.1,0.15,45,true,50,43,5,false,-2,2,true,,,
366,2391,0.1,0.15,45,true,20,14,-25,true,-31,31,false,,,
367,2392,0.1,0.15,45,true,30,24,-15,true,-21,21,false,,,
368,2393,0.1,0.15,45,false,,,,false,,,,,,
369,2394,0.1,0.15,45,true,40,34,-5,true,-11,11,false,,,
370,2395,0.1,0.15,45,false,,,,false,,,,,,
371,2396,0.1,0.15,45,true,30,23,-15,true,-22,22,false,,,
372,2397,0.1,0.15,45,true,30,22,-15,true,-23,23,false,,,
373,2398,0.1,0.15,45,true,60,50,15,false,5,5,false,,,
374,2399,0.1,0.15,45,true,30,20,-15,true,-25,25,false,,,
375,2400,0.1,0.15,45,true,40,31,-5,true,-14,14,false,,,
376,2401,0.1,0.15,45,false,,,,false,,,,,,
377,2402,0.1,0.15,45,false,,,,false,,,,,,
378,2403,0.1,0.15,45,true,30,23,-15,true,-22,22,false,,,
379,2404,0.1,0.15,45,true,30,23,-15,true,-22,22,false,,,
380,2405,0.1,0.15,45,true,60,54,15,false,9,9,false,,,
381,2406,0.1,0.15,45,true,40,34,-5,true,-11,11,false,,,
382,2407,0.1,0.15,45,true,30,22,-15,true,-23,23,false,,,
383,2408,0.1,0.15,45,true,20,14,-25,true,-31,31,false,,,
384,2409,0.1,0.15,45,true,60,53,15,false,8,8,false,,,
385,2410,0.1,0.15,45,false,,,,false,,,,,,
386,2411,0.1,0.15,45,true,60,50,15,false,5,5,false,,,
387,2412,0.1,0.15,45,true,20,14,-25,true,-31,31,false,,,
388,2413,0.1,0.15,45,true,30,24,-15,true,-21,21,false,,,
389,2414,0.1,0.15,45,true,30,23,-15,true,-22,22,false,,,
390,2415,0.1,0.15,45,false,,,,false,,,,,,
391,2416,0.1,0.15,45,true,60,52,15,false,7,7,false,,,
392,2417,0.1,0.15,45,false,,,,false,,,,,,
393,2418,0.1,0.15,45,true,20,14,-25,true,-31,31,false,,,
394,2419,0.1,0.15,45,true,40,31,-5,true,-14,14,false,,,
395,2420,0.1,0.15,45,true,60,53,15,false,8,8,false,,,
396,2421,0.1,0.15,45,true,50,42,5,false,-3,3,true,,,
397,2422,0.1,0.15,45,true,40,34,-5,true,-11,11,false,,,
398,2423,0.1,0.15,45,true,40,33,-5,true,-12,12,false,,,
399,2424,0.1,0.15,45,true,20,13,-25,true,-32,32,false,,,
400,2425,0.1,0.15,45,false,,,,false,,,,,,
401,2426,0.1,0.15,45,true,60,54,15,false,9,9,false,,,
402,2427,0.1,0.15,45,true,20,14,-25,true,-31,31,false,,,
403,2428,0.1,0.15,45,false,,,,false,,,,,,
404,2429,0.1,0.15,45,false,,,,false,,,,,,
405,2430,0.1,0.15,45,false,,,,false,,,,,,
406,2431,0.1,0.15,45,true,40,33,-5,true,-12,12,false,,,
407,2432,0.1,0.15,45,true,30,23,-15,true,-22,22,false,,,
408,2433,0.1,0.15,45,true,20,14,-25,true,-31,31,false,,,
409,2434,0.1,0.15,45,true,40,34,-5,true,-11,11,false,,,
410,2435,0.1,0.15,45,true,50,44,5,false,-1,1,true,,,
411,2436,0.1,0.15,45,true,30,22,-15,true,-23,23,false,,,
412,2437,0.1,0.15,45,false,,,,false,,,,,,
413,2438,0.1,0.15,45,false,,,,false,,,,,,
414,2439,0.1,0.15,45,false,,,,false,,,,,,
415,2440,0.1,0.15,45,false,,,,false,,,,,,
416,2441,0.1,0.15,45,false,,,,false,,,,,,
417,2442,0.1,0.15,45,true,60,49,15,false,4,4,false,,,
418,2443,0.1,0.15,45,true,50,42,5,false,-3,3,true,,,
419,2444,0.1,0.15,45,false,,,,false,,,,,,
420,2445,0.1,0.15,45,true,60,52,15,false,7,7,false,,,
